Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Japan,JPN,..,..,..,..,..,..,..,..,..,..,0.5535,0.5535,0.5535,0.5535,0.4317,0.4331,0.4785,0.4689,0.4444,0.4703,1.2666,1.386,1.485,1.5164,1.4929,1.4331,1.4457,1.353,1.3687,1.3593,1.276,1.1786,1.1456,1.1789,1.2636,1.2031,1.174,1.133,1.084,1.0868,1.0472,1.0796,1.1503,1.0532,0.9997,0.9381,0.1152,0.7666,0.8662,0.7242,0.6631,0.7783,0.7234,0.7258,0.6642,0.6348,0.6851,0.6677,0.6383,0.618,0.6429,0.6106,0.5789,0.5735
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,0.0075,0.0075,0.0075,0.0075,0.0079,0.0077,0.0118,0.0088,0.0126,0.0156,0.0121,0.006,0.0192,0.0277,0.0245,0.0278,0.0134,0.0168,0.0263,0.0233,0.0175,0.0266,0.0293,0.0125,0.0042,0.0073,0.0042,0.0226,0.0293,0.0339,0.0213,0.0213,0.0087,0.01,0.0119,0.0287,0.0108,0.0126,0.0185,0.0181,0.0211,0.0211,0.0276,0.0239,0.0248,0.0247,0.0237,0.021,0.0248,0.0288,0.0215,0.015,0.0148,0.0146
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,0.0714,0.0714,0.0714,0.0714,0.0775,0.0775,0.0819,0.0919,0.0942,0.0968,0.0994,0.0997,0.0996,0.106,0.1061,0.1085,0.1126,0.1154,0.1071,0.0873,0.0819,0.0766,0.0712,0.0658,0,0.0551,0.0497,0.0443,0.039,0.088,0.088,0.1226,0.1414,0.1414,0.1194,0.1226,0.1289,0.1349,0.154,0.154,0.1854,0.1791,0.1898,0.1077,0.2041,0.2296,0.2929,0.2782,0.3114,0.2205,0.4256,0.4605,0.4601,0.4524
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,0.0181,0.0181,0.0181,0.0181,0.0159,0.0156,0.0215,0.0195,0.0334,0.0346,0.033,0.0343,0.0352,0.0337,0.0472,0.0581,0.048,0.051,0.0782,0.0652,0.0638,0.0591,0.0429,0.0453,0.0424,0.0272,0.066,0.0587,0.0691,0.0738,0.0869,0.084,0.073,0.0912,0.1093,0.0934,0.1197,0.0684,0.101,0.0664,0.1115,0.0787,0.1065,0.1914,0.142,0.097,0.1591,0.149,0.1448,0.1837,0.2512,0.1965,0.1983,0.2002
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,0.6427,0.6427,0.6427,0.6427,0.6677,0.6985,0.9205,1.0192,1.177,1.1801,1.1974,1.2227,1.2191,1.2521,1.2776,1.3231,1.2729,1.2729,1.342,1.3577,1.3756,1.3813,1.3711,1.3451,0.66,0.2153,0.1311,0.2519,0.2142,0.2247,0.2703,0.2253,0.2213,0.2213,0.2011,0.1697,0.2011,0.2294,0.1389,0.121,0.3514,0.4086,0.3536,0.2848,0.2351,0.158,0.214,0.2008,0.2966,0.117,0.0127,0.0254,0.0254,0.0254
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,0.4138,0.4138,0.4138,0.4138,0.5425,0.6509,0.4581,0.4359,0.495,0.4332,0.4361,0.3892,0.2637,0.3331,0.3575,0.3696,0.3715,0.3892,0.3998,0.4266,0.4277,0.3746,0.377,0.352,0.3567,0.3441,0.3363,0.4321,0.3457,0.3124,0.2984,0.3196,0.2103,0.207,0.2637,0.2095,0.181,0.1798,0.1681,0.1603,0.1524,0.1414,0.1446,0.3535,0.3591,0.4312,0.4442,0.4218,0.3859,0.3873,0.4282,0.4563,0.4551,0.4551
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0.0008,0.0008,0.0008,0.0011,0.0006,0.0005,0.0013,0.0008,0,0,0.0013,0.0016,0.0016,0.0016,0.0031,0.0019,0.0016,0.0017,0.0011,0.0038,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0024,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.004,0.0031,0.0031,0.0031
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,0.1572,0.1572,0.1572,0.1572,0.1705,0.1705,0.1804,0.2023,0.2073,0.2132,0.2188,0.2195,0.2193,0.2334,0.2335,0.2389,0.2479,0.254,0.2358,0.1922,0.1804,0.1686,0.1568,0.1449,0.1331,0.1213,0.1095,0.0976,0.0866,0.084,0.0871,0.022,0.022,0.027,0.0154,0.0101,0.0151,0.006,0.0119,0.0871,0.0669,0.0924,0.1006,0.0896,0.0839,0.0354,0.0285,0.1326,0.1131,0.1492,0.1026,0.1282,0.1282,0.1282
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,0.0576,0.0576,0.0576,0.0576,0.0625,0.0625,0.0661,0.0741,0.0759,0.0781,0.0802,0.0804,0.0803,0.0855,0.0855,0.0875,0.0908,0.093,0.0864,0.0704,0.0661,0.0618,0.0574,0.0531,0.0488,0.0444,0.0419,0.0576,0.0478,0.0813,0.0659,0.0946,0.0856,0.0871,0.0818,0.0633,0.0815,0.0877,0.1053,0.1011,0.0964,0.097,0.1541,0.1598,0.1488,0.2006,0.1946,0.1814,0.1818,0.1933,0.2095,0.2113,0.2103,0.2094
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,0.0836,0.0836,0.0836,0.0836,0.044,0.0377,0.0704,0.0625,0.0591,0.0503,0.0528,0.0566,0.0515,0.0314,0.0314,0,0,0,0,0,0,0.0086,0.0103,0.031,0.022,0.0943,0.066,0.0705,0.0684,0.0625,0.0662,0.0686,0.056,0.0561,0.0579,0.0249,0.0254,0.0409,0.0176,0.0171,0.0382,0.0325,0.0514,0.0526,0.0275,0.0464,0.0515,0.054,0.0331,0.0323,0.0318,0.0054,0.0053,0.0053
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Libya,LBY,..,..,..,..,..,..,..,..,..,..,0.0254,0.0254,0.0254,0.0254,0.0305,0.0377,0.0453,0.0413,0.0503,0.069,0.087,0.089,0.0793,0.0886,0.0898,0.081,0.0863,0.0995,0.0718,0.0768,0.0849,0.0602,0.0504,0.0679,0.0418,0.0557,0.0321,0.0503,0.0492,0.0681,0.0439,0.0634,0.0477,0.0314,0.0409,0.0503,0.0503,0.0503,0.0503,0.0503,0.0513,0.0505,0.0559,0.0547,0.0314,0.0448,0.0134,0.0629,0.0265,0.0244,0.0217,0.0268,0.0271,0.0269
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2862,0.3212,0.2776,0.2865,0.2855,0.2682,0.3073,0.4264,0.428,0.4652,0.4345,0.4332,0.474,0.4111,0.4128,0.4147
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,0.1519,0.1519,0.1519,0.1519,0.09,0.1136,0.1281,0.1194,0.1537,0.2187,0.1887,0.2187,0.2448,0.2862,0.4473,0.4112,0.4084,0.3995,0.4707,0.6394,0.8997,0.9146,0.7375,0.7197,0.7967,0.5715,0.6401,0.835,1.0487,1.0631,1.048,0.9981,1.0941,1.1306,1.5474,1.2701,1.3707,1.4002,1.0826,1.5232,1.2718,1.3148,1.2739,1.5279,1.3658,1.1268,1.3017,1.2647,1.3815,1.3779,1.1747,1.4545,1.4232,1.3999
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mali,MLI,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1487,0.1136,0.1146,0.2286,0.369,0.3314,0.283,0.1916,0.1744,0.1636,0.1554
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,0.0365,0.0365,0.0365,0.0365,0.0392,0.0295,0.0117,0.0182,0.005,0.0063,0,0.0132,0.0126,0.0138,0.0189,0.0145,0.0151,0.0157,0.0113,0.0157,0.0126,0.0094,0.0094,0,0,0,0.0115,0.0082,0,0,0,0.0066,0.0126,0,0,0,0,0,0,0,0,0,0,0.0224,0.0218,0.023,0.023,0.0228,0.03,0.0204,0.0201,0.0169,0.0169,0.0169
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,1.1997,1.1997,1.1997,1.1997,1.3602,1.626,2.0023,1.966,1.9422,2.3234,2.3187,3.0095,3.0821,2.7837,3.107,3.3047,3.1329,3.1684,2.9587,2.9711,2.9075,2.195,2.7196,2.705,2.8381,2.8024,3.3665,3.268,3.4472,3.2151,3.2874,3.4619,2.6432,2.918,2.971,2.7518,2.8074,2.9097,2.7513,2.887,2.9124,2.8956,3.0444,3.4335,3.3179,3.018,3.1056,2.6871,2.5587,2.4565,2.6506,2.7109,2.6806,2.6511
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0173,0.0173,0.0989,0.0599,0.0791,0.1288,0.124,0.2026,0.1223,0.1454,0.1132,0.1127,0.1121
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,0.2098,0.2098,0.2098,0.2098,0.1626,0.1565,0.211,0.1804,0.1949,0.2593,0.2656,0.1798,0.1867,0.2247,0.2008,0.2356,0.2514,0.2385,0.311,0.2904,0.3258,0.2794,0.2576,0.3344,0.289,0.3175,0.2615,0.369,0.373,0.4341,0.4627,0.4725,0.4782,0.4594,0.465,0.4248,0.463,0.4306,0.3667,0.3363,0.3499,0.3656,0.3709,0.5601,0.5219,0.4748,0.4942,0.6519,0.5741,0.5261,0.5262,0.2535,0.2054,0.1669
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,0.0574,0.0574,0.0574,0.0574,0.0599,0.0668,0.0674,0.0784,0.1067,0.1136,0.105,0.1455,0.1802,0.1807,0.2002,0.2106,0.1807,0.1446,0.105,0.1007,0.0908,0.0938,0.0855,0.0943,0.1738,0.1707,0.1853,0.2049,0.2085,0.1925,0.2554,0.1163,0.1969,0.1964,0.0896,0.074,0.0789,0.0805,0.088,0.099,0.1081,0.1251,0.1477,0.1711,0.262,0.2793,0.5061,0.6003,0.9248,0.8219,1.2538,0.99,1.0868,1.1967
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,0.0267,0.0267,0.0267,0.0267,0.0228,0.016,0.0206,0.025,0.0237,0.0229,0.0226,0.0267,0.0279,0.0385,0.0355,0.0347,0.0412,0.0581,0.0511,0.06,0.0681,0.0743,0.1034,0.0921,0.1123,0.1142,0.123,0.1289,0.1439,0.1051,0.0889,0.0862,0.0909,0.0849,0.0294,0.0004,0.0038,0,0,0,0,0,0.1033,0.1725,0.1429,0.1764,0.1725,0.1938,0.2267,0.2341,0.1763,0.236,0.2467,0.2579
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,0.0096,0.0096,0.0096,0.0096,0.0185,0.0231,0.0178,0.0086,0.005,0.0076,0.0112,0.0092,0.0061,0.0056,0.0064,0.0054,0.0066,0.0144,0.0115,0.0115,0.0115,0.022,0.022,0.0199,0.0388,0.0409,0.0471,0.0409,0.0325,0.0309,0.0487,0.0382,0.0267,0.0267,0.032,0.0267,0.0246,0.0414,0.0309,0.0372,0.0419,0.0272,0.0272,0.0272,0.0272,0.0288,0.0304,0.0304,0.0272,0.1135,0.1445,0.1373,0.1587,0.1846
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,0.0922,0.0922,0.0922,0.0922,0.0525,0.0319,0.0717,0.0809,0.0789,0.0735,0.0452,0.0494,0.0593,0.0686,0.0591,0.0623,0.0592,0.093,0.0485,0.0528,0.1271,0.175,0.256,0.2761,0.3153,0.3628,0.3096,0.3387,0.3481,0.3174,0.4412,0.5105,0.5831,0.6393,0.6636,0.5437,0.5471,0.5465,0.5674,0.6329,0.6592,0.6495,0.6896,0.6392,0.714,0.7706,0.7059,0.8136,1.0173,1.0283,0.9962,0.9006,0.9036,0.9066
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,0.0623,0.0623,0.0623,0.0623,0.0429,0.0356,0.0477,0.0686,0.067,0.0372,0.0597,0.0459,0.0585,0.0908,0.0676,0.0852,0.1078,0.0583,0.1004,0.0298,0.0478,0.0383,0.0402,0.033,0.0185,0.0398,0.0463,0.0396,0.0377,0.0404,0.03,0.023,0.0228,0.0408,0.0316,0.0171,0.0482,0.0702,0.0756,0.0778,0.0788,0.0435,0.0812,0.0756,0.0554,0.1167,0.1094,0.1549,0.0669,0.0956,0.1532,0.1377,0.1367,0.1358
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,0.0295,0.0295,0.0295,0.0295,0.0251,0.0361,0.0566,0.0613,0.0363,0.0789,0.1153,0.156,0.0863,0.121,0.1182,0.1492,0.0819,0.053,0.1037,0.1047,0.0841,0.0651,0.0732,0.0732,0.0786,0.0314,0.0424,0.0508,0.1079,0.1378,0.1293,0.2152,0.104,0.2047,0.1537,0.1623,0.2359,0.1606,0.291,0.1943,0.4904,0.1421,0.333,0.5692,0.3259,0.2617,0.3176,0.6533,0.6065,0.646,0.7779,1.2701,1.4606,1.68
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,0.0091,0.0091,0.0091,0.0091,0.0092,0.0096,0.0101,0.0103,0.0108,0.0125,0.0118,0.0121,0.0126,0.0103,0.0202,0.0215,0.0156,0.0171,0.0126,0.0211,0.0171,0.0111,0.0269,0.0226,0.06,0.0536,0.0676,0.0578,0.0399,0.0354,0.0303,0.0157,0.0217,0.0126,0.0105,0.0113,0.0157,0.0129,0.0066,0.0035,0.016,0.0143,0.0193,0.0253,0.0225,0.0201,0.0214,0.024,0.0148,0.0241,0.0381,0.0206,0.0208,0.021
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Norway,NOR,..,..,..,..,..,..,..,..,..,..,0.0009,0.0009,0.0009,0.0009,0.0013,0.0013,0.0013,0.0025,0.0009,0.0017,0.003,0.0019,0.0019,0.0024,0.0038,0.0044,0.0036,0.0042,0.0033,0.0022,0.0022,0,0,0,0.0031,0.0031,0.0031,0.0031,0.0031,0.0063,0.0094,0.0126,0.0094,0.0094,0.0157,0.0189,0.0157,0.0063,0,0,0,0.0094,0.0094,0.0099,0.0083,0.0072,0.0067,0.0054,0.0051,0.0062,0.0056,0.0053,0.0053,0.0053
