Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.16,6.71,6.73,6.36,6.05,5.3,4.86,4.74,4.65,5.02,3.97,3.88,3.78,3.44,3.33,3.3,3.29,3.3,3.22,3.06,3,2.94,2.59,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.22,3.29,3.31,3.4,3.63,3.62,3.37,3.03,3.04,2.96,3.04,2.97,2.87,2.7,2.53,2.41,2.27,2.29,2.34,2.31,2.02,1.98,1.71,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01,1.04,0.87,0.84,0.73,0.73,0.63,0.58,0.56,0.75,0.51,0.44,0.4,0.35,0.42,0.59,0.61,0.59,0.48,0.5,0.98,0.85,1.13,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.76,7.18,8.62,8.32,8.21,8.02,7.79,7.65,7.49,8.02,8.5,8.72,8.78,8.35,8.18,8.12,7.9,7.98,8.49,8.58,9.41,9.35,9,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.25,5.42,5.56,5.33,5.13,5,4.76,4.51,4.38,4.07,3.79,3.72,3.71,3.56,3.33,3.31,3.3,3.18,3.26,3.16,3.11,3.04,3.33,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.46,5.65,5.54,5.61,5.66,5.85,5.57,5.59,5.65,5.42,5.23,5.18,4.99,5.38,5.18,4.72,4.69,4.28,4.5,4.44,4.49,4.49,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04,2.02,2.42,1.66,2.07,2.16,2.11,2.06,2.02,2.29,2.25,2.19,2.4,2.22,2.47,2.34,2.47,2.42,2.56,2.75,3.48,2.87,2.79,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,4.36,4.7,4.74,4.98,4.77,4.68,4.82,4.71,4.76,5.63,5.83,5.62,6.12,6.02,5.92,6.05,6.06,6.05,6.06,6.48,6.43,6.26,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6,3.06,2.78,3.01,3.02,2.99,2.92,2.84,2.78,2.57,2.54,2.51,2.56,2.12,1.98,1.5,1.34,1.37,1.29,1.28,1.32,1.21,1.18,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.45,10.07,10.52,10.51,11.1,10.9,11.4,11.61,12.67,12.53,12.2,12.23,12.17,12.02,12.31,12.27,12.06,11.85,11.33,10.3,10.46,10.32,10.96,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.55,2.67,2.79,2.69,2.71,2.59,2.2,2.44,2.6,2.79,2.81,2.81,2.87,2.58,2.81,3,2.73,3.22,3.72,3.66,3.78,3.54,3.74,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.89,2.94,2.87,2.84,2.77,2.82,2.89,2.75,2.66,2.52,2.54,2.45,2.4,2.37,2.33,2.32,2.23,2.19,2.08,2.06,2.12,2.15,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31,3.42,3.47,3.67,3.61,3.73,3.62,3.53,3.51,3.67,3.47,3.51,3.48,3.45,3.3,3.16,3.1,2.98,2.99,2.97,3.04,2.99,3,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.17,7.45,6.74,7.01,6.45,5.11,5.16,5.88,5.28,6.7,4.65,5.12,5.75,6.24,6.51,6.43,6.47,6.29,6.33,6.27,6.4,6.46,6.62,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.23,8.21,7.73,7.87,7.36,7.15,6.68,6.34,5.84,5.9,6.45,6.19,6.2,5.11,5.25,5.35,5.25,5.1,5.16,4.91,5.16,4.92,4.69,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.08,8.74,8.89,8.09,7.61,8.23,8.66,8.34,7.77,8.24,8.13,7.59,7.02,7.2,6.87,5.9,6.21,5.97,6.24,6.86,6.42,6.96,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.95,5.05,4.7,4.72,3.98,4.54,4.38,4.24,3.8,3.64,3.68,3.47,3.47,3.42,3.4,3.76,3.53,3.43,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.35,3.3,3.25,3.04,3.41,3.51,3.31,3.33,3.27,3.16,3.21,3.29,3.24,3.11,3.07,3.02,3.01,3,2.94,3.08,3.14,3.14,3.05,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.91,25.24,23.75,23.38,22.44,21.44,20.21,15.17,14.49,14.82,12.66,14.14,13.35,13.4,12.94,12.54,12.29,11.92,11.7,11.56,11.5,11.95,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.44,9.07,8.53,8.17,7.46,6.58,5.88,5.41,4.84,4.38,4.02,3.86,3.97,3.87,3.93,3.77,3.8,4.14,3.91,3.67,3.53,4.17,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,3.9,3.37,3.4,3.44,3.55,3.42,3.36,3.62,3.73,3.57,3.47,3.42,3.39,3.31,3.28,3.38,3.42,3.45,3.48,3.54,3.45,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.85,20.08,15.45,15.6,9.77,9.93,10.58,9.12,7.3,7.83,7.33,8.45,7.57,8.57,7.71,6.93,6.76,6.94,6.79,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.89,6.74,6.81,6.74,6.53,6.52,6.31,6.22,6.07,5.97,5.87,5.87,5.39,5.86,5.77,5.52,5.93,5.76,5.6,5.08,5.76,5.63,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.13,4.14,4.17,4.32,4.28,4.12,3.95,3.79,3.68,3.77,3.99,3.65,3.7,3.62,3.37,3.38,3.37,3.3,3.16,3.03,3.05,2.95,2.53,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.9,6.51,8.09,9.12,8.17,9.02,8.39,9.12,8.98,9.42,10.76,10.66,10.94,11.61,14.19,13.54,14.73,14.49,14.69,14.36,13.35,12.35,13.47,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74,5.61,5.35,5.05,4.94,4.66,4.54,4.45,4.52,4.6,4.68,4.6,4.73,4.68,4.74,4.62,4.4,4.25,4.04,4.05,3.94,3.77,3.52,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.21,5.11,5.07,5.13,5.14,5.01,5,4.84,4.69,4.82,4.73,4.53,4.61,4.53,4.46,4.5,4.45,4.36,4.46,4.65,4.55,4.29,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.83,5.6,5.53,5.65,5.89,5.54,5.38,5.45,5.3,5.51,5.47,4.65,4.97,5.9,5.63,5.49,5.34,5.14,5.05,4.99,4.97,5.19,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8,10.55,9.49,9.09,8.36,8.27,7.8,7.55,7.28,6.6,6.8,7.07,6.86,6.65,6.4,6.14,6.46,6.41,6.27,6.5,6.64,6.57,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.41,5.39,5.21,5.63,5.29,5.36,5.19,5.05,4.73,4.41,4.35,4.64,4.44,4,3.75,3.56,3.5,3.52,3.25,3.4,3.26,3.25,3.22,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.32,4.35,3.98,4.28,4.35,4.32,4.25,3.88,4.27,4.26,4.46,3.81,3.96,4.14,3.75,3.31,3.6,3.74,3.65,3.43,3.44,3.43,3.21,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.69,3.59,3.85,4.09,4.18,4.59,6.82,7.46,6.02,5.79,6.61,7.61,7.55,7.35,7.25,7.16,6.59,7.05,6.78,6.31,7.18,7.21,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.08,4.99,4.93,4.91,4.89,4.68,4.63,4.66,4.39,4.41,4.37,4.27,4.19,4.13,4.17,4.13,4.17,4.17,4.02,3.83,4.17,4.21,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.05,12.49,11.91,12.24,11.89,11.97,12.08,13.52,11.55,11.76,12.59,12.34,12.7,13.24,12.17,10.33,10.54,11.18,10.97,11.13,11.49,13.27,13.8,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.19,2.49,2.21,2.12,1.96,2.07,2.02,1.8,1.57,1.71,1.79,1.79,1.68,1.53,1.53,1.45,1.44,1.37,1.34,1.48,1.46,1.41,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.74,7.24,7.53,7.28,7.66,7.56,7.48,8.69,7.74,7.47,6.51,6.8,5.88,6.27,6.18,6.11,6.09,5.73,6.15,6.12,6.38,6.54,6.47,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56,3.65,3.62,3.55,3.44,3.33,3.27,3.16,3.18,3.25,3.12,3.04,3.07,2.86,2.84,3.01,3.4,3.42,3.4,3.39,3.32,3.4,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.24,3.12,2.96,2.79,2.89,2.88,2.59,2.54,2.56,2.56,2.46,2.66,2.69,2.44,2.51,2.51,2.52,2.49,2.5,2.54,2.41,2.3,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.68,4.32,4.23,4.02,3.74,3.67,3.45,3.32,3.34,3.21,3.13,3.05,2.97,2.87,2.89,2.95,2.91,2.89,2.8,2.66,2.78,2.78,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.95,5.92,5.77,5.72,5.47,5.35,5.29,4.92,4.79,4.48,4.65,4.45,4.24,4.2,3.9,3.77,3.83,3.81,3.77,3.48,3.44,3.42,3.13,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.29,3.25,3.36,3.3,3.33,3.39,3.17,3.12,3.03,3.08,2.92,2.89,2.83,2.86,2.8,2.85,2.77,2.8,2.63,2.53,2.56,2.42,2.31,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.11,0.18,0.18,0.2,0.18,0.18,0.2,0.21,0.23,0.22,0.22,0.22,0.39,0.47,0.49,0.47,0.52,0.41,0.56,0.62,0.48,0.68,0.5,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.91,9.43,9.98,9.93,9.82,9.11,8.36,8,6.99,6.59,6.26,5.55,7.32,7.42,6.83,6.55,6.2,7.13,6.9,6.82,7.07,7.2,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.51,5.33,5.22,5.31,4.69,4.46,4.28,3.97,3.61,3.37,3.52,3.44,3.29,3,2.85,2.78,2.7,2.62,2.49,2.37,2.39,2.4,2.12,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.06,11.6,11.03,10.64,9.96,9.42,8.97,8.28,8.05,8.21,8.42,8.37,8.15,7.78,7.74,7.74,7.96,7.96,8.23,8.06,8.16,8.46,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.8,7.19,6.35,6.2,5.77,6.95,6.54,6.31,5.88,5.73,5.56,5.36,5.14,5.08,4.87,4.57,4.35,4.28,4.03,3.72,3.86,3.59,3.51,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.41,5.61,5.32,5.29,5.01,4.82,4.43,4.44,4,4.09,4.27,4.09,4.36,4.42,4.6,4.81,4.61,4.66,4.66,4.85,4.5,4.9,5.4,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.79,4.66,4.78,4.82,4.95,4.79,4.5,4.38,4.24,4.25,4.63,4.32,4.38,4.15,4.4,4.62,4.67,4.32,4.12,4.18,3.96,3.97,3.64,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.14,5.36,6.23,5.61,5.09,5.09,5.34,5.52,5.72,6.32,6.7,6.3,6.18,5.94,6.32,6.17,6.07,6.18,5.81,5.76,5.95,5.81,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.95,4.09,4.13,3.78,3.87,3.79,3.72,3.88,3.92,4.59,4.68,4.79,4.51,4.07,4.15,4.19,3.93,3.65,3.48,3.72,3.55,3.58,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.47,8.63,8.66,8.72,8.72,7.34,7.41,6.77,6.53,6.05,6.19,6.29,5.69,5.66,5.12,5.59,5.6,5.61,5.28,5.03,5.25,4.97,5.02,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.07,3.37,3.42,3.53,4.05,3.71,3.41,3.25,3.42,3.69,3.44,2.95,2.97,2.76,2.91,2.9,2.85,2.78,2.74,2.58,2.85,2.85,2.69,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.81,12.01,9.82,9.11,8.54,8.01,8.01,7.32,6.99,6.82,6.6,6.5,5.81,5.07,4.98,6.25,5.99,5.75,5.52,5.26,5.43,5.49,5.29,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.47,4,3.82,4.42,4.83,3.08,3.03,2.57,2.9,3.13,2.55,2.13,2.37,2.54,2.68,2.74,2.73,2.77,2.47,2.61,2.71,2.51,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.95,7.01,7.01,7.16,7.18,7.22,7.51,6.94,7.94,7.7,7.12,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.57,8.69,8.38,7.91,7.39,7.11,6.49,5.61,5.45,5.27,5.26,4.98,4.72,4.78,4.38,4.28,4.22,4.33,4.14,3.98,3.99,4.14,3.83,..
